Danh mục,Danh mục con,Tên sản phẩm,Mã sản phẩm,Màu sắc,Size,Tình trạng,Giá gốc,Giảm giá,Giá bán,Link sản phẩm,Link hình ảnh,Đặc điểm
Giày Nam,Dép Nam,Dép nam quai bảng ngang BQ D 003,DEM0475-XAM01-38,Xám,"38, 39, 40, 41, 42, 43, 44",Còn hàng,539000.0,10% giảm,485100.0,https://giaybq.com.vn/products/dep-nam-quai-bang-ngang-bq-d-003,//product.hstatic.net/200000473357/product/loc_2189_copy_c7f1779af294411fa0fc9746a27b35ae_small.jpg,"✓ Chất liệu quai: Da✓ Chất liệu mặt: Microfiber✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Xám✓ Size: 38 - 44 | ✓ Chất liệu quai: Da | ✓ Chất liệu mặt: Microfiber | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Xám | ✓ Size: 38 - 44"
Giày Nam,Dép Nam,Dép nam quai bảng ngang BQ D 003,DEM0475-XAM01-38,Rêu,"38, 39, 40, 41, 42, 43, 44",Còn hàng,539000.0,10% giảm,485100.0,https://giaybq.com.vn/products/dep-nam-quai-bang-ngang-bq-d-003,//product.hstatic.net/200000473357/product/loc_2231_copy_f6669cb049364aeab885f1803c74f72b_small.jpg,"✓ Chất liệu quai: Da✓ Chất liệu mặt: Microfiber✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Xám✓ Size: 38 - 44 | ✓ Chất liệu quai: Da | ✓ Chất liệu mặt: Microfiber | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Xám | ✓ Size: 38 - 44"
Giày Nam,Dép Nam,Dép nam quai bảng nhẹ êm BQ D 3859.24-680,DEM0035-DEN01-39,Đen,"39, 40, 41, 42, 43",Còn hàng,349000.0,20% giảm,279200.0,https://giaybq.com.vn/products/dep-nam-quai-bang-nhe-em-bq-d-3859-24-680,//product.hstatic.net/200000473357/product/loc_5285_copy_be252c0a381c490bae080afac2cd5398_small.jpg,"Quai: EvaĐế: EvaMàu sắc: Đen, XámSize: 39 - 44"
Giày Nam,Dép Nam,Dép nam quai bảng nhẹ êm BQ D 3859.24-680,DEM0035-DEN01-39,Xám,"39, 40, 41, 42, 43",Còn hàng,349000.0,20% giảm,279200.0,https://giaybq.com.vn/products/dep-nam-quai-bang-nhe-em-bq-d-3859-24-680,//product.hstatic.net/200000473357/product/loc_5287_copy_75c89046ced9464097782dff6e514714_small.jpg,"Quai: EvaĐế: EvaMàu sắc: Đen, XámSize: 39 - 44"
Giày Nam,Dép Nam,Dép nam quai bảng đính khoá BQ D NB4304,DEM0071-DEN01-38,Đen,"38, 39, 40, 41, 42, 43, 44",Còn hàng,299000.0,10% giảm,269100.0,https://giaybq.com.vn/products/dep-nam-quai-bang-dinh-khoa-bq-d-nb4304,//product.hstatic.net/200000473357/product/loc_2253_copy_9b2c81d003a24b9a8bd02dc06418d995_small.jpg,"✓ Chất liệu quai: Xít✓ Chất liệu mặt: Xít✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Bò✓ Size: 38 - 44 | ✓ Chất liệu quai: Xít | ✓ Chất liệu mặt: Xít | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Bò | ✓ Size: 38 - 44"
Giày Nam,Dép Nam,Dép nam quai bảng đính khoá BQ D NB4304,DEM0071-DEN01-38,Bò,"38, 39, 40, 41, 42, 43, 44",Còn hàng,299000.0,10% giảm,269100.0,https://giaybq.com.vn/products/dep-nam-quai-bang-dinh-khoa-bq-d-nb4304,//product.hstatic.net/200000473357/product/loc_2271_copy_92739b885d374a55aa6f8c3e1c77f646_small.jpg,"✓ Chất liệu quai: Xít✓ Chất liệu mặt: Xít✓ Chất liệu đế: TPR✓ Màu sắc: Đen, Bò✓ Size: 38 - 44 | ✓ Chất liệu quai: Xít | ✓ Chất liệu mặt: Xít | ✓ Chất liệu đế: TPR | ✓ Màu sắc: Đen, Bò | ✓ Size: 38 - 44"
Giày Nam,Dép Nam,Dép nam quai bảng để IP trẻ trung BQ D IP09,DEM0232-DEN01-35,Đen,"35, 36, 37, 38, 39, 40, 41, 42, 43",Còn hàng,149000.0,20% giảm,119200.0,https://giaybq.com.vn/products/dep-nam-quai-bang-de-ip-tre-trung-bq-d-ip09,//product.hstatic.net/200000473357/product/loc_4049_copy_-_copy_cd6092184dd3443eafaf8b77bd1b29ce_small.jpg,"Quai: EvaĐế: IPMàu sắc: Đen, KemSize: 35 - 43"
Giày Nam,Dép Nam,Dép nam quai bảng để IP trẻ trung BQ D IP09,DEM0232-DEN01-35,Kem,"35, 36, 37, 39, 40, 41, 42, 43",Còn hàng,149000.0,20% giảm,119200.0,https://giaybq.com.vn/products/dep-nam-quai-bang-de-ip-tre-trung-bq-d-ip09,//product.hstatic.net/200000473357/product/loc_5564_copy_83f26e22344a4c2f9302c608f0736c60_small.jpg,"Quai: EvaĐế: IPMàu sắc: Đen, KemSize: 35 - 43"
Giày Nam,Dép Nam,Dép nam quai da bò bảng ngang D TH700,DEM0138-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,439000.0,12% giảm,386320.0,https://giaybq.com.vn/products/dep-nam-quai-da-bo-bang-ngang-d-th700,//product.hstatic.net/200000473357/product/loc_0930_copy_abf6a0740b3c45b1ae6d795a637075d7_small.jpg,Quai: DaLót: DaĐế: TPRMàu sắc: Đen - XámSize: 28 - 39
Giày Nam,Dép Nam,Dép nam quai da bò bảng ngang D TH700,DEM0138-DEN01-38,xám,"38, 39, 40, 41, 42, 43",Còn hàng,439000.0,12% giảm,386320.0,https://giaybq.com.vn/products/dep-nam-quai-da-bo-bang-ngang-d-th700,//product.hstatic.net/200000473357/product/loc_0984_copy_047b127e4660402c9d8862178c4ff19e_small.jpg,Quai: DaLót: DaĐế: TPRMàu sắc: Đen - XámSize: 28 - 39
Giày Nam,Dép Nam,Dép nam quai da bò bảng ngang D TH700,DEM0138-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,439000.0,12% giảm,386320.0,https://giaybq.com.vn/products/dep-nam-quai-da-bo-bang-ngang-d-th700,//product.hstatic.net/200000473357/product/loc_0990_copy_b3a5b558c30f402881204828c15c8f54_small.jpg,Quai: DaLót: DaĐế: TPRMàu sắc: Đen - XámSize: 28 - 39
Giày Nam,Dép Nam,Dép nam trung niên BQ D 24790,DEM0005-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,459000.0,12% giảm,403920.0,https://giaybq.com.vn/products/dep-nam-trung-nien-bq-d-24790,//product.hstatic.net/200000473357/product/loc_4295_copy.jpg_2_342f1aa91f8d422db0e10b600ab53ad6_small.jpg,"✓ Màu: Đen, Nâu | ✓ Size: 38-43 | ✓ Chất liệu quai: microfiber | ✓ Chất liệu mặt tẩy: microfiber | ✓ Chất liệu đế: phylon | Sản phẩm có quai và lót bằng microfiber. Mặt tẩy đệm mút EVA dày 5 ly tăng độ êm ái. Đế phylon có lớp cao su đảm bảo an toàn khi di chuyển."
Giày Nam,Dép Nam,Dép nam trung niên BQ D 24790,DEM0005-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,459000.0,12% giảm,403920.0,https://giaybq.com.vn/products/dep-nam-trung-nien-bq-d-24790,//product.hstatic.net/200000473357/product/loc_4295_copy_01737d250c2646b6aba012c25474173e_small.jpg,"✓ Màu: Đen, Nâu | ✓ Size: 38-43 | ✓ Chất liệu quai: microfiber | ✓ Chất liệu mặt tẩy: microfiber | ✓ Chất liệu đế: phylon | Sản phẩm có quai và lót bằng microfiber. Mặt tẩy đệm mút EVA dày 5 ly tăng độ êm ái. Đế phylon có lớp cao su đảm bảo an toàn khi di chuyển."
Giày Nam,Dép Nam,Dép nam trung niên quai bảng da thật BQ D P07,DEM0083-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,399000.0,12% giảm,351120.0,https://giaybq.com.vn/products/dep-nam-trung-nien-quai-bang-da-that-bq-d-p07,//product.hstatic.net/200000473357/product/loc_0131_copy.jpg_1_9ab62e947ba54cc8bb52e0b816f46fde_small.jpg,"✓ Chất liệu quai: Da tổng hợp✓ Màu sắc: Đen, Nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: Da tổng hợp | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38 - 43"
Giày Nam,Dép Nam,Dép nam trung niên quai bảng da thật BQ D P07,DEM0083-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,399000.0,12% giảm,351120.0,https://giaybq.com.vn/products/dep-nam-trung-nien-quai-bang-da-that-bq-d-p07,//product.hstatic.net/200000473357/product/loc_0131_copy_db350949d1f944c2b0415d2b9f8e4b80_small.jpg,"✓ Chất liệu quai: Da tổng hợp✓ Màu sắc: Đen, Nâu✓ Size: 38 - 43 | ✓ Chất liệu quai: Da tổng hợp | ✓ Màu sắc: Đen, Nâu | ✓ Size: 38 - 43"
Giày Nam,Dép Nam,Dép nam trung niên quai bảng êm chân BQ D 840,DEM0057-NAU01-38,Bò,"38, 39, 40, 41, 42, 43",Còn hàng,399000.0,12% giảm,351120.0,https://giaybq.com.vn/products/dep-nam-trung-nien-quai-bang-em-chan-bq-d-840,//product.hstatic.net/200000473357/product/loc_8601_copy_69bab27499ed4dc38459017163949eee_small.jpg,"✓ Chất liệu quai: Da✓ Chất liệu quai: Da✓ Chất liệu đế: Kép cao✓ Màu sắc: Nâu, Bò✓ Size: 38-43 | ✓ Chất liệu quai: Da | ✓ Chất liệu quai: Da | ✓ Chất liệu đế: Kép cao | ✓ Màu sắc: Nâu, Bò | ✓ Size: 38-43"
Giày Nam,Dép Nam,Dép nam trung niên quai bảng êm chân BQ D 840,DEM0057-NAU01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,399000.0,12% giảm,351120.0,https://giaybq.com.vn/products/dep-nam-trung-nien-quai-bang-em-chan-bq-d-840,//product.hstatic.net/200000473357/product/loc_8614_copy_65498a8ed6bc4cc9accd0a4c63444df8_small.jpg,"✓ Chất liệu quai: Da✓ Chất liệu quai: Da✓ Chất liệu đế: Kép cao✓ Màu sắc: Nâu, Bò✓ Size: 38-43 | ✓ Chất liệu quai: Da | ✓ Chất liệu quai: Da | ✓ Chất liệu đế: Kép cao | ✓ Màu sắc: Nâu, Bò | ✓ Size: 38-43"
Giày Nam,Dép Nam,Dép nam xỏ ngón BQ D 898,DEM0287-DEN01-38,Xám,"38, 39, 40, 41, 42, 43",Còn hàng,339000.0,12% giảm,298320.0,https://giaybq.com.vn/products/dep-nam-xo-ngon-bq-d-898,//product.hstatic.net/200000473357/product/loc_5784_copy_7462f25d09804cb5aa47a94126ff3303_small.jpg,"✓ Chất liệu quai: Da | ✓ Chất liệu mặt: mặt tẩy pháp | ✓ Chất liệu đế: TPR | ✓ Màu sắc: đen, xám | ✓ Size: 38 -43"
Giày Nam,Dép Nam,Dép nam xỏ ngón BQ D 898,DEM0287-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,339000.0,12% giảm,298320.0,https://giaybq.com.vn/products/dep-nam-xo-ngon-bq-d-898,//product.hstatic.net/200000473357/product/loc_5823_copy_b06d5644145749c6ab8184f1943646b8_small.jpg,"✓ Chất liệu quai: Da | ✓ Chất liệu mặt: mặt tẩy pháp | ✓ Chất liệu đế: TPR | ✓ Màu sắc: đen, xám | ✓ Size: 38 -43"
Giày Nam,Dép Nam,Dép nam xỏ ngón may viền BQ D 6892,DEM0091-DEN01-38,Nâu,"38, 39, 40, 41, 42, 43",Còn hàng,299000.0,12% giảm,263120.0,https://giaybq.com.vn/products/dep-nam-xo-ngon-may-vien-bq-d-6892,//product.hstatic.net/200000473357/product/loc_1199_copy_ff08a2be54fd4863ad6417db0a91b30b_small.jpg,Quai: XítĐế: TPRMàu sắc: Đen - NâuSize: 38 - 43
Giày Nam,Dép Nam,Dép nam xỏ ngón may viền BQ D 6892,DEM0091-DEN01-38,Đen,"38, 39, 40, 41, 42, 43",Còn hàng,299000.0,12% giảm,263120.0,https://giaybq.com.vn/products/dep-nam-xo-ngon-may-vien-bq-d-6892,//product.hstatic.net/200000473357/product/loc_5534_copy_b448c6bf3b024aa599a6aaf86c009570_small.jpg,Quai: XítĐế: TPRMàu sắc: Đen - NâuSize: 38 - 43
Giày Nam,Dép Nam,Dép nam xỏ ngón trẻ trung BQ D D01,DEM0304-XDG01-39,Xanh dương,"39, 40, 41, 42, 43",Còn hàng,279000.0,12% giảm,245520.0,https://giaybq.com.vn/products/dep-nam-xo-ngon-tre-trung-bq-d-d01,//product.hstatic.net/200000473357/product/loc_4266_copy_063042b1c5b5455696753bed8e4a3706_small.jpg,"✓ Màu: Đỏ, Xanh dương, Xám | ✓ Size: 39-43 | ✓ Đế: EVA | ✓ Quai: PVC✓ Lót: vải"
